Year,Date,Open,High,Low,Close,Adj Close
1965,6/1/1965,88.419998,88.800003,87.879997,88.720001,88.720001
1965,7/1/1965,84.120003,84.639999,83.57,84.480003,84.480003
1965,8/2/1965,85.25,85.870003,84.870003,85.419998,85.419998
1965,9/1/1965,87.169998,87.629997,86.690002,87.169998,87.169998
1965,10/1/1965,89.959999,90.480003,89.300003,89.900002,89.900002
1965,11/1/1965,92.419998,92.919998,91.730003,92.230003,92.230003
1965,12/1/1965,91.610001,92.260002,91.019997,91.5,91.5
1966,1/3/1966,92.43,92.870003,91.629997,92.18,92.18
1966,2/1/1966,92.879997,93.360001,91.610001,92.160004,92.160004
1966,3/1/1966,91.220001,91.650002,89.760002,90.059998,90.059998
1966,4/1/1966,89.230003,90.370003,88.959999,89.940002,89.940002
1966,5/2/1966,91.059998,91.75,90.43,90.900002,90.900002
1966,6/1/1966,86.129997,86.650002,85.279999,86.099998,86.099998
1966,7/1/1966,84.739998,86.080002,84.739998,85.610001,85.610001
1966,8/1/1966,83.5,83.5,81.980003,82.309998,82.309998
1966,9/1/1966,77.099998,78.5,76.660004,77.699997,77.699997
1966,10/3/1966,76.559998,76.980003,74.709999,74.900002,74.900002
1966,11/1/1966,80.199997,81.18,79.790001,80.809998,80.809998
1966,12/1/1966,80.449997,81.040001,79.660004,80.080002,80.080002
1967,1/3/1967,80.330002,81.610001,79.589996,80.379997,80.379997
1967,2/1/1967,86.610001,87.040001,85.68,86.43,86.43
1967,3/1/1967,86.779999,88.360001,86.669998,87.68,87.68
1967,4/3/1967,90.199997,90.370003,88.760002,89.239998,89.239998
1967,5/1/1967,94.010002,94.599998,93.080002,93.839996,93.839996
1967,6/1/1967,89.080002,90.760002,88.809998,90.230003,90.230003
1967,7/3/1967,90.639999,91.32,90.120003,90.910004,90.910004
1967,8/1/1967,94.75,95.839996,94.199997,95.370003,95.370003
1967,9/1/1967,93.639999,94.209999,93,93.68,93.68
1967,10/2/1967,96.709999,97.25,95.82,96.32,96.32
1967,11/1/1967,93.300003,94.209999,92.449997,92.709999,92.709999
1967,12/1/1967,94,94.949997,93.410004,94.5,94.5
1968,1/2/1968,96.470001,97.330002,95.309998,96.110001,96.110001
1968,2/1/1968,92.239998,93.139999,91.57,92.559998,92.559998
1968,3/1/1968,89.360001,89.82,88.580002,89.110001,89.110001
1968,4/1/1968,91.110001,93.550003,91.110001,92.480003,92.480003
1968,5/1/1968,97.459999,98.610001,96.839996,97.970001,97.970001
1968,6/3/1968,98.720001,100.620003,98.720001,99.989998,99.989998
1968,7/1/1968,99.580002,100.330002,98.769997,99.400002,99.400002
1968,8/1/1968,97.739998,98.82,96.779999,97.279999,97.279999
1968,9/3/1968,98.860001,99.889999,98.309998,99.32,99.32
1968,10/1/1968,102.669998,103.580002,101.800003,102.860001,102.860001
1968,11/1/1968,103.410004,104.300003,102.360001,103.059998,103.059998
1968,12/2/1968,108.370003,109.370003,107.150002,108.120003,108.120003
1969,1/2/1969,103.860001,104.849998,103.209999,103.93,103.93
1969,2/3/1969,103.010002,103.75,102.040001,102.889999,102.889999
1969,3/3/1969,98.129997,99.080002,97.610001,98.379997,98.379997
1969,4/1/1969,101.510002,102.449997,100.839996,101.419998,101.419998
1969,5/1/1969,103.690002,104.589996,102.739998,103.510002,103.510002
1969,6/2/1969,103.459999,103.75,102.400002,102.940002,102.940002
1969,7/1/1969,97.709999,98.660004,97.129997,98.080002,98.080002
1969,8/1/1969,91.919998,94.190002,91.919998,93.470001,93.470001
1969,9/2/1969,95.510002,96.309998,94.849998,95.540001,95.540001
1969,10/1/1969,93.120003,93.510002,92.120003,92.519997,92.519997
1969,11/3/1969,97.120003,97.82,96.190002,97.150002,97.150002
1969,12/1/1969,93.809998,94.470001,92.779999,93.220001,93.220001
1970,1/2/1970,92.059998,93.540001,91.790001,93,93
1970,2/2/1970,85.019997,86.760002,84.760002,85.75,85.75
1970,3/2/1970,89.5,90.800003,88.919998,89.709999,89.709999
1970,4/1/1970,89.629997,90.620003,89.300003,90.07,90.07
1970,5/1/1970,81.519997,82.32,80.269997,81.440002,81.440002
1970,6/1/1970,76.550003,78.400002,75.839996,77.839996,77.839996
1970,7/1/1970,72.720001,73.660004,72.110001,72.940002,72.940002
1970,8/3/1970,78.050003,78.239998,76.559998,77.019997,77.019997
1970,9/1/1970,81.519997,81.800003,80.43,80.949997,80.949997
1970,10/1/1970,84.300003,84.699997,83.459999,84.32,84.32
1970,11/2/1970,83.25,83.989998,82.660004,83.510002,83.510002
1970,12/1/1970,87.199997,88.610001,86.110001,87.470001,87.470001
1971,1/4/1971,92.150002,92.190002,90.639999,91.150002,91.150002
1971,2/1/1971,95.879997,97.050003,95.379997,96.419998,96.419998
1971,3/1/1971,96.75,97.480003,96.110001,97,97
1971,4/1/1971,100.309998,100.989998,99.629997,100.389999,100.389999
1971,5/3/1971,103.949997,104.110001,102.370003,103.290001,103.290001
1971,6/1/1971,99.629997,100.760002,99.220001,100.199997,100.199997
1971,7/1/1971,99.160004,100.650002,99.160004,99.779999,99.779999
1971,8/2/1971,95.580002,96.760002,95.220001,95.959999,95.959999
1971,9/1/1971,99.029999,99.839996,98.5,99.07,99.07
1971,10/1/1971,98.339996,99.489998,97.959999,98.93,98.93
1971,11/1/1971,94.230003,94.43,92.480003,92.800003,92.800003
1971,12/1/1971,93.989998,96.120003,93.949997,95.440002,95.440002
1972,1/3/1972,102.089996,102.849998,101.190002,101.669998,101.669998
1972,2/1/1972,103.940002,104.57,103.099998,104.010002,104.010002
1972,3/1/1972,106.57,108.129997,106.209999,107.349998,107.349998
1972,4/3/1972,107.199997,108.260002,106.75,107.480003,107.480003
1972,5/1/1972,107.669998,108,106.300003,106.690002,106.690002
1972,6/1/1972,109.529999,110.349998,108.970001,109.690002,109.690002
1972,7/3/1972,107.139999,107.949997,106.720001,107.489998,107.489998
1972,8/1/1972,107.389999,108.849998,107.059998,108.400002,108.400002
1972,9/1/1972,111.089996,112.120003,110.699997,111.510002,111.510002
1972,10/2/1972,110.550003,110.980003,109.489998,110.160004,110.160004
1972,11/1/1972,111.580002,113.309998,111.32,112.669998,112.669998
1972,12/1/1972,116.669998,118.18,116.290001,117.379997,117.379997
1973,1/2/1973,118.059998,119.900002,118.059998,119.099998,119.099998
1973,2/1/1973,116.029999,117.010002,114.260002,114.760002,114.760002
1973,3/1/1973,111.68,112.980003,110.68,111.050003,111.050003
1973,4/2/1973,111.519997,111.699997,109.68,110.18,110.18
1973,5/1/1973,106.970001,108,105.339996,107.099998,107.099998
1973,6/1/1973,104.949997,105.040001,103.309998,103.93,103.93
1973,7/2/1973,104.099998,104.099998,102.440002,102.900002,102.900002
1973,8/1/1973,108.169998,108.169998,106.290001,106.830002,106.830002
1973,9/4/1973,104.25,105.349998,103.599998,104.510002,104.510002
1973,10/1/1973,108.43,108.980003,107.080002,108.209999,108.209999
1973,11/1/1973,108.290001,109.199997,106.879997,107.690002,107.690002
1973,12/3/1973,95.830002,95.830002,92.919998,93.900002,93.900002
1974,1/2/1974,97.550003,98.379997,96.25,97.68,97.68
1974,2/1/1974,96.57,96.629997,94.660004,95.32,95.32
1974,3/1/1974,96.220001,96.400002,94.809998,95.529999,95.529999
1974,4/1/1974,93.980003,94.68,92.82,93.25,93.25
1974,5/1/1974,90.309998,93.029999,89.82,92.220001,92.220001
1974,6/3/1974,87.279999,89.400002,86.779999,89.099998,89.099998
1974,7/1/1974,86,86.889999,85.32,86.019997,86.019997
1974,8/1/1974,79.309998,80.019997,77.970001,78.75,78.75
1974,9/3/1974,72.150002,73.010002,70.279999,70.519997,70.519997
1974,10/1/1974,63.540001,64.370003,61.75,63.389999,63.389999
1974,11/1/1974,73.900002,74.849998,72.68,73.879997,73.879997
1974,12/2/1974,69.800003,69.800003,67.809998,68.110001,68.110001
1975,1/2/1975,68.650002,70.919998,68.650002,70.230003,70.230003
1975,2/3/1975,76.980003,78.550003,76.360001,77.82,77.82
1975,3/3/1975,81.589996,83.459999,81.32,83.029999,83.029999
1975,4/1/1975,83.360001,83.589996,81.980003,82.639999,82.639999
1975,5/1/1975,87.300003,89.099998,86.940002,88.099998,88.099998
1975,6/2/1975,91.32,93.410004,91.32,92.580002,92.580002
1975,7/1/1975,95.190002,95.730003,94.129997,94.849998,94.849998
1975,8/1/1975,88.75,89.040001,87.459999,87.989998,87.989998
1975,9/2/1975,86.879997,87.419998,85.209999,85.480003,85.480003
1975,10/1/1975,83.870003,85.449997,82.57,82.93,82.93
1975,11/3/1975,89.040001,89.209999,87.779999,88.089996,88.089996
1975,12/1/1975,91.239998,91.900002,90.330002,90.669998,90.669998
1976,1/2/1976,90.190002,91.18,89.809998,90.900002,90.900002
1976,2/2/1976,100.860001,101.389999,99.739998,100.870003,100.870003
1976,3/1/1976,99.709999,100.639999,98.669998,100.019997,100.019997
1976,4/1/1976,102.769997,103.239998,101.5,102.239998,102.239998
1976,5/3/1976,101.639999,101.730003,100.139999,100.919998,100.919998
1976,6/1/1976,100.18,100.739998,99.360001,99.849998,99.849998
1976,7/1/1976,104.279999,104.980003,103.139999,103.589996,103.589996
1976,8/2/1976,103.440002,103.980003,102.639999,103.190002,103.190002
1976,9/1/1976,102.910004,104.300003,102.599998,104.059998,104.059998
1976,10/1/1976,105.239998,105.75,103.599998,104.169998,104.169998
1976,11/1/1976,102.900002,103.779999,102.190002,103.099998,103.099998
1976,12/1/1976,102.099998,103.029999,101.620003,102.489998,102.489998
1977,1/3/1977,107.459999,107.970001,106.419998,107,107
1977,2/1/1977,102.029999,103.059998,101.57,102.540001,102.540001
1977,3/1/1977,99.82,101.029999,99.650002,100.660004,100.660004
1977,4/1/1977,98.419998,99.57,98.379997,99.209999,99.209999
1977,5/2/1977,98.440002,99.260002,97.970001,98.93,98.93
1977,6/1/1977,96.120003,97.269997,95.889999,96.93,96.93
1977,7/1/1977,100.480003,100.760002,99.629997,100.099998,100.099998
1977,8/1/1977,98.849998,99.839996,98.459999,99.120003,99.120003
1977,9/1/1977,96.769997,97.540001,96.349998,96.830002,96.830002
1977,10/3/1977,96.529999,97.110001,95.860001,96.739998,96.739998
1977,11/1/1977,92.190002,92.190002,91,91.349998,91.349998
1977,12/1/1977,94.830002,95.449997,94.230003,94.690002,94.690002
1978,1/3/1978,95.099998,95.150002,93.489998,93.82,93.82
1978,2/1/1978,89.25,90.239998,88.82,89.93,89.93
1978,3/1/1978,87.040001,87.629997,86.449997,87.190002,87.190002
1978,4/3/1978,89.199997,89.199997,88.07,88.459999,88.459999
1978,5/1/1978,96.830002,98.300003,96.410004,97.669998,97.669998
1978,6/1/1978,97.239998,97.949997,96.629997,97.349998,97.349998
1978,7/3/1978,95.529999,95.650002,94.620003,95.089996,95.089996
1978,8/1/1978,100.68,101.459999,99.949997,100.660004,100.660004
1978,9/1/1978,103.290001,104.269997,102.730003,103.68,103.68
1978,10/2/1978,102.540001,103.419998,102.129997,102.959999,102.959999
1978,11/1/1978,94.129997,97.410004,94.129997,96.849998,96.849998
1978,12/1/1978,95.010002,96.690002,95.010002,96.279999,96.279999
1979,1/2/1979,96.110001,96.959999,95.220001,96.730003,96.730003
1979,2/1/1979,99.93,100.379997,99.010002,99.959999,99.959999
1979,3/1/1979,96.279999,97.279999,95.980003,96.900002,96.900002
1979,4/2/1979,101.559998,101.559998,100.139999,100.900002,100.900002
1979,5/1/1979,101.760002,102.5,101.220001,101.68,101.68
1979,6/1/1979,99.080002,99.699997,98.57,99.169998,99.169998
1979,7/2/1979,102.910004,103,101.449997,101.989998,101.989998
1979,8/1/1979,103.809998,104.57,103.139999,104.169998,104.169998
1979,9/4/1979,109.32,109.410004,107.220001,107.440002,107.440002
1979,10/1/1979,109.190002,109.190002,107.699997,108.559998,108.559998
1979,11/1/1979,101.82,103.07,101.099998,102.57,102.57
1979,12/3/1979,106.160004,106.650002,105.07,105.830002,105.830002
1980,1/2/1980,107.940002,108.43,105.290001,105.760002,105.760002
1980,2/1/1980,114.160004,115.540001,113.129997,115.120003,115.120003
1980,3/3/1980,113.660004,114.339996,112.010002,112.5,112.5
1980,4/1/1980,102.089996,103.279999,100.849998,102.18,102.18
1980,5/1/1980,106.290001,106.860001,104.720001,105.459999,105.459999
1980,6/2/1980,111.239998,112.150002,110.059998,110.760002,110.760002
1980,7/1/1980,114.239998,115.449997,113.540001,114.93,114.93
1980,8/1/1980,121.669998,122.379997,120.080002,121.209999,121.209999
1980,9/2/1980,122.379997,124.360001,121.790001,123.739998,123.739998
1980,10/1/1980,125.459999,127.879997,124.660004,127.129997,127.129997
1980,11/3/1980,127.470001,129.850006,127.230003,129.039993,129.039993
1980,12/1/1980,140.520004,140.660004,136.75,137.210007,137.210007
1981,1/2/1981,135.759995,137.100006,134.610001,136.339996,136.339996
1981,2/2/1981,129.479996,129.479996,125.82,126.910004,126.910004
1981,3/2/1981,131.270004,132.960007,130.149994,132.009995,132.009995
1981,4/1/1981,136,137.559998,135.039993,136.570007,136.570007
1981,5/1/1981,132.809998,134.169998,131.429993,132.720001,132.720001
1981,6/1/1981,132.589996,134.619995,131.490005,132.410004,132.410004
1981,7/1/1981,131.210007,131.690002,129.039993,129.770004,129.770004
1981,8/3/1981,130.919998,131.740005,129.419998,130.479996,130.479996
1981,9/1/1981,122.790001,123.919998,121.589996,123.019997,123.019997
1981,10/1/1981,116.18,117.660004,115,117.080002,117.080002
1981,11/2/1981,122.349998,125.139999,122.349998,124.199997,124.199997
1981,12/1/1981,126.349998,127.300003,124.839996,126.099998,126.099998
1982,1/4/1982,122.550003,123.720001,121.480003,122.739998,122.739998
1982,2/1/1982,119.809998,119.809998,117.139999,117.779999,117.779999
1982,3/1/1982,113.110001,114.32,111.860001,113.309998,113.309998
1982,4/1/1982,111.959999,114.220001,111.480003,113.790001,113.790001
1982,5/3/1982,115.959999,116.82,115.910004,116.82,116.82
1982,6/1/1982,111.970001,112.07,111.660004,111.68,111.68
1982,7/1/1982,109.519997,109.629997,108.620003,108.709999,108.709999
1982,8/2/1982,107.709999,109.089996,107.110001,108.980003,108.980003
1982,9/1/1982,119.519997,120.050003,117.980003,118.25,118.25
1982,10/1/1982,120.400002,121.970001,120.150002,121.970001,121.970001
1982,11/1/1982,133.720001,136.029999,133.220001,135.470001,135.470001
1982,12/1/1982,138.559998,140.369995,138.350006,138.720001,138.720001
1983,1/3/1983,140.649994,141.330002,138.199997,138.339996,138.339996
1983,2/1/1983,145.289993,145.289993,142.960007,142.960007,142.960007
1983,3/1/1983,148.070007,150.880005,148.070007,150.880005,150.880005
1983,4/4/1983,152.919998,153.020004,152.229996,153.020004,153.020004
1983,5/2/1983,164.410004,164.419998,161.990005,162.110001,162.110001
1983,6/1/1983,162.380005,162.639999,161.330002,162.550003,162.550003
1983,7/1/1983,168.110001,168.639999,167.770004,168.639999,168.639999
1983,8/1/1983,162.339996,162.779999,161.550003,162.039993,162.039993
1983,9/1/1983,164.399994,164.660004,163.949997,164.229996,164.229996
1983,10/3/1983,165.990005,166.070007,164.929993,165.809998,165.809998
1983,11/1/1983,163.550003,163.660004,162.369995,163.660004,163.660004
1983,12/1/1983,166.369995,166.770004,166.080002,166.490005,166.490005
1984,1/3/1984,164.929993,164.929993,163.979996,164.039993,164.039993
1984,2/1/1984,163.410004,164,162.270004,162.740005,162.740005
1984,3/1/1984,157.059998,158.190002,156.770004,158.190002,158.190002
1984,4/2/1984,159.179993,159.869995,157.630005,157.979996,157.979996
1984,5/1/1984,160.050003,161.690002,160.050003,161.679993,161.679993
1984,6/1/1984,150.550003,153.240005,150.550003,153.240005,153.240005
1984,7/2/1984,153.160004,153.220001,152.440002,153.199997,153.199997
1984,8/1/1984,150.660004,154.080002,150.660004,154.080002,154.080002
1984,9/4/1984,166.679993,166.679993,164.729996,164.880005,164.880005
1984,10/1/1984,166.100006,166.100006,164.479996,164.619995,164.619995
1984,11/1/1984,166.089996,167.830002,166.089996,167.490005,167.490005
1984,12/3/1984,163.580002,163.580002,162.289993,162.820007,162.820007
1985,1/2/1985,167.199997,167.199997,165.190002,165.369995,165.369995
1985,2/1/1985,179.630005,179.630005,178.440002,178.630005,178.630005
1985,3/1/1985,181.179993,183.889999,181.160004,183.229996,183.229996
1985,4/1/1985,180.660004,181.270004,180.429993,181.270004,181.270004
1985,5/1/1985,179.830002,180.039993,178.350006,178.369995,178.369995
1985,6/3/1985,189.550003,190.360001,188.929993,189.320007,189.320007
1985,7/1/1985,191.850006,192.429993,191.169998,192.429993,192.429993
1985,8/1/1985,190.919998,192.169998,190.910004,192.110001,192.110001
1985,9/3/1985,188.630005,188.630005,187.380005,187.910004,187.910004
1985,10/1/1985,182.059998,185.080002,182.020004,185.070007,185.070007
1985,11/1/1985,189.820007,191.529999,189.369995,191.529999,191.529999
1985,12/2/1985,202.169998,202.190002,200.199997,200.460007,200.460007
1986,1/2/1986,211.279999,211.279999,208.929993,209.589996,209.589996
1986,2/3/1986,211.779999,214.179993,211.600006,213.960007,213.960007
1986,3/3/1986,226.919998,226.919998,224.410004,225.419998,225.419998
1986,4/1/1986,238.899994,239.100006,234.570007,235.139999,235.139999
1986,5/1/1986,235.520004,236.009995,234.210007,235.160004,235.160004
1986,6/2/1986,246.039993,247.740005,243.830002,245.039993,245.039993
1986,7/1/1986,250.669998,252.039993,250.529999,252.039993,252.039993
1986,8/1/1986,236.119995,236.889999,234.589996,234.910004,234.910004
1986,9/2/1986,252.929993,253.300003,248.139999,248.520004,248.520004
1986,10/1/1986,231.320007,234.619995,231.320007,233.600006,233.600006
1986,11/3/1986,243.970001,245.800003,243.929993,245.800003,245.800003
1986,12/1/1986,249.220001,249.220001,245.720001,249.050003,249.050003
1987,1/2/1987,242.169998,246.449997,242.169998,246.449997,246.449997
1987,2/2/1987,274.079987,277.350006,273.160004,276.450012,276.450012
1987,3/2/1987,284.170013,284.829987,282.299988,283,283
1987,4/1/1987,291.589996,292.380005,288.339996,292.380005,292.380005
1987,5/1/1987,286.98999,289.709991,286.519989,288.029999,288.029999
1987,6/1/1987,290.119995,291.959991,289.230011,289.829987,289.829987
1987,7/1/1987,303.98999,304,302.529999,302.940002,302.940002
1987,8/3/1987,318.619995,320.26001,316.519989,317.570007,317.570007
1987,9/1/1987,329.809998,332.179993,322.829987,323.399994,323.399994
1987,10/1/1987,321.829987,327.339996,321.829987,327.329987,327.329987
1987,11/2/1987,251.729996,255.75,249.149994,255.75,255.75
1987,12/1/1987,230.320007,234.020004,230.300003,232,232
1988,1/4/1988,247.100006,256.440002,247.080002,255.940002,255.940002
1988,2/1/1988,257.049988,258.269989,254.929993,255.039993,255.039993
1988,3/1/1988,267.820007,267.950012,265.390015,267.220001,267.220001
1988,4/4/1988,258.890015,259.059998,255.679993,256.089996,256.089996
1988,5/2/1988,261.359985,261.559998,259.98999,261.559998,261.559998
1988,6/1/1988,262.160004,267.429993,262.100006,266.690002,266.690002
1988,7/1/1988,273.5,273.799988,270.779999,271.779999,271.779999
1988,8/1/1988,272.029999,272.799988,271.209991,272.209991,272.209991
1988,9/1/1988,261.519989,261.519989,256.980011,258.350006,258.350006
1988,10/3/1988,271.890015,271.910004,268.839996,271.380005,271.380005
1988,11/1/1988,278.970001,279.570007,278.01001,279.059998,279.059998
1988,12/1/1988,273.679993,273.700012,272.269989,272.48999,272.48999
1989,1/3/1989,277.720001,277.720001,273.809998,275.309998,275.309998
1989,2/1/1989,297.470001,298.329987,296.220001,297.089996,297.089996
1989,3/1/1989,288.859985,290.279999,286.459991,287.109985,287.109985
1989,4/3/1989,294.869995,297.040009,294.619995,296.390015,296.390015
1989,5/1/1989,309.640015,309.640015,307.399994,309.119995,309.119995
1989,6/1/1989,320.51001,322.570007,320.01001,321.970001,321.970001
1989,7/3/1989,317.980011,319.269989,317.269989,319.230011,319.230011
1989,8/1/1989,346.079987,347.98999,342.929993,343.75,343.75
1989,9/1/1989,351.450012,353.899994,350.880005,353.730011,353.730011
1989,10/2/1989,349.149994,350.98999,348.350006,350.869995,350.869995
1989,11/1/1989,340.359985,341.73999,339.790009,341.200012,341.200012
1989,12/1/1989,346.01001,351.880005,345.98999,350.630005,350.630005
1990,1/2/1990,353.399994,359.690002,351.980011,359.690002,359.690002
1990,2/1/1990,329.079987,329.859985,327.76001,328.790009,328.790009
1990,3/1/1990,331.890015,334.399994,331.079987,332.73999,332.73999
1990,4/2/1990,339.940002,339.940002,336.329987,338.700012,338.700012
1990,5/1/1990,330.799988,332.829987,330.799988,332.25,332.25
1990,6/1/1990,361.26001,363.519989,361.209991,363.160004,363.160004
1990,7/2/1990,358.019989,359.579987,357.540009,359.540009,359.540009
1990,8/1/1990,356.149994,357.350006,353.820007,355.519989,355.519989
1990,9/4/1990,322.559998,323.089996,319.109985,323.089996,323.089996
1990,10/1/1990,306.100006,314.940002,306.100006,314.940002,314.940002
1990,11/1/1990,303.98999,307.269989,301.609985,307.019989,307.019989
1990,12/3/1990,322.230011,324.899994,322.230011,324.100006,324.100006
1991,1/2/1991,330.200012,330.75,326.450012,326.450012,326.450012
1991,2/1/1991,343.910004,344.899994,340.369995,343.049988,343.049988
1991,3/1/1991,367.070007,370.470001,363.730011,370.470001,370.470001
1991,4/1/1991,375.220001,375.220001,370.269989,371.299988,371.299988
1991,5/1/1991,375.350006,380.459991,375.269989,380.290009,380.290009
1991,6/3/1991,389.809998,389.809998,386.970001,388.059998,388.059998
1991,7/1/1991,371.179993,377.920013,371.179993,377.920013,377.920013
1991,8/1/1991,387.809998,387.950012,386.480011,387.119995,387.119995
1991,9/3/1991,395.429993,397.619995,392.100006,392.149994,392.149994
1991,10/1/1991,387.859985,389.559998,387.859985,389.200012,389.200012
1991,11/1/1991,392.459991,395.100006,389.670013,391.320007,391.320007
1991,12/2/1991,375.109985,381.399994,371.359985,381.399994,381.399994
1992,1/2/1992,417.029999,417.269989,411.040009,417.26001,417.26001
1992,2/3/1992,408.790009,409.950012,407.450012,409.529999,409.529999
1992,3/2/1992,412.679993,413.73999,411.519989,412.450012,412.450012
1992,4/1/1992,403.670013,404.5,400.75,404.230011,404.230011
1992,5/1/1992,414.950012,415.209991,409.869995,412.529999,412.529999
1992,6/1/1992,415.350006,417.299988,412.440002,417.299988,417.299988
1992,7/1/1992,408.200012,412.880005,408.200012,412.880005,412.880005
1992,8/3/1992,424.190002,425.089996,422.839996,425.089996,425.089996
1992,9/1/1992,414.029999,416.070007,413.350006,416.070007,416.070007
1992,10/1/1992,417.799988,418.670013,415.459991,416.290009,416.290009
1992,11/2/1992,418.660004,422.75,418.119995,422.75,422.75
1992,12/1/1992,431.350006,431.470001,429.200012,430.779999,430.779999
1993,1/4/1993,435.700012,437.320007,434.480011,435.380005,435.380005
1993,2/1/1993,438.779999,442.519989,438.779999,442.519989,442.519989
1993,3/1/1993,443.380005,444.179993,441.339996,442.01001,442.01001
1993,4/1/1993,451.670013,452.630005,449.600006,450.299988,450.299988
1993,5/3/1993,440.190002,442.589996,438.25,442.459991,442.459991
1993,6/1/1993,450.230011,455.630005,450.230011,453.829987,453.829987
1993,7/1/1993,450.540009,451.149994,448.709991,449.019989,449.019989
1993,8/2/1993,448.130005,450.149994,448.029999,450.149994,450.149994
1993,9/1/1993,463.549988,463.799988,461.769989,463.149994,463.149994
1993,10/1/1993,458.929993,461.480011,458.350006,461.279999,461.279999
1993,11/1/1993,467.829987,469.109985,467.329987,469.100006,469.100006
1993,12/1/1993,461.929993,464.470001,461.630005,461.890015,461.890015
1994,1/3/1994,466.51001,466.940002,464.359985,465.440002,465.440002
1994,2/1/1994,481.600006,481.640015,479.179993,479.619995,479.619995
1994,3/1/1994,467.190002,467.429993,462.019989,464.440002,464.440002
